id,date,time,lat,lng,location id,number of individuals,has photo,Finding place crayfish,Description crayfish,Description finding place crayfish,I replaced the bait,Code sample location
325967404,2024-08-27,10:59:00,51.058352,4.172183,30852,2,True,Stilstaand water,"levendig, dicht geklapt","eerste dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
325967846,2024-08-27,11:03:00,51.058275,4.172213,30852,1,True,Stilstaand water,"levendig, dicht geklapt","eerste dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326016903,2024-08-28,07:00:00,51.327886,3.237031,31729,6,True,Stilstaand water,3 mannelijke 1 mannelijke met 1 schaar 3 vrouwlijke,"Normale waterstand, natuurlijke oever, tegen rietkraag",Ja,I_8301_1
326037970,2024-08-28,10:16:00,51.058414,4.172176,30852,1,True,Stilstaand water,"levendig, dicht geklapt","Tweede dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.1  I.9220.9
326038243,2024-08-28,10:23:00,51.058368,4.172226,30724,2,True,Stilstaand water,"levendig, dicht geklapt","Tweede dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
326038551,2024-08-28,10:29:00,51.058234,4.172236,30852,1,True,Stilstaand water,"levendig, dicht geklapt","Tweede dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326237805,2024-08-29,08:20:00,51.327874,3.236893,31729,6,True,Stilstaand water,4 vrouw 2 man,Natuurlijke oever tegen rietkraag normale waterstand,Nee,I_8301_1 isabellavaart
326283512,2024-08-30,07:15:00,51.327881,3.236729,31729,7,True,Stilstaand water,5 mannelijke 2 vrouwlijke,"Waterstand normaal,tegen rietkraag",Nee,I_8301_1
326357289,2024-08-30,17:52:00,51.173319,3.958101,30162,4,True,Running water,,,No,I_9180_8
326391599,2024-08-29,10:42:00,51.058417,4.172176,30852,1,True,Stilstaand water,"levendig, dicht geklapt","derde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.1  I.9220.9
326391726,2024-08-29,10:44:00,51.058376,4.172197,30852,0,True,Stilstaand water,geen,"derde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
326391919,2024-08-29,10:48:00,51.058262,4.172267,30852,1,True,Stilstaand water,"levendig, dicht geklapt","derde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326394312,2024-08-30,10:26:00,51.058427,4.172159,30852,1,True,Stilstaand water,,"vierde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.1  I.9220.9
326394437,2024-08-30,10:30:00,51.058326,4.172214,30852,5,True,Stilstaand water,,"vierde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.2  I.9220.9
326394503,2024-08-30,10:34:00,51.058267,4.172242,30852,1,True,Stilstaand water,,"vierde dag proefproject. dijkgracht, waterstand geregeld met manuele sluizen, kanten begroeid met riet. waterdiepte +-60 cm",Ja,valnr.3  I.9220.9
326394642,2024-08-31,08:55:00,51.173327,3.958228,30162,1,True,Running water,,,No,I_9180_8
326525614,2024-09-01,09:23:00,51.173386,3.960779,30163,1,True,,,,Yes,I_9180_8
