"isReserved","updateRes","OMSCHR","NAAM","vrijwillID","startDate","SugbyINBO","locID","restricties","Sampler","dataset","SystemType","GEBIED","provincie","gemeente","postcode","CATC","VHAG","WVLC","Latitude","Longitude","Beheerder","Bhrtel","Bhremail"
"FALSE","FALSE",NA,"Abeek",NA,NA,"YES","I_3670_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen",3670,2,9505,NA,"51.1339158997741",5.52136226787471,"Limburg",NA,"christel.bouchet@limburg.be"
"FALSE","FALSE","Meeuwen, Peerderbaan, aan grensbord Meeuwen, OPW brug+LZP","Gielisbeek",NA,NA,"YES","I_3990_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Peer",3990,2,9663,NA,"51.1156463917876",5.49461689089719,"Limburg",NA,"christel.bouchet@limburg.be"
"TRUE","TRUE","Wauberg, Meeuwerbaan (N719), grensbord Peer/Meeuwen, opw weg","Gielisbeek","owvlmtzj","TBD","YES","I_3990_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Peer",3990,2,9663,NA,"51.0898192",5.4832172,"Limburg",NA,"christel.bouchet@limburg.be"
"FALSE","FALSE","Meeuwen, zijweg Berkenstr., afw weg, Meeuwen-Guitrode","Hommelbeek",NA,NA,"YES","I_3670_2","ziet er op maps dichtgegroeid uit",NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen",3670,2,9630,NA,"51.1035905",5.5022275,"Limburg",NA,"christel.bouchet@limburg.be"
"TRUE","TRUE","Meeuwen; Broekkant","Bullenbeek","owvlmtzj","TBD","YES","I_3670_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen",3670,2,9594,NA,"51.0895971",5.514206,"Limburg",NA,"christel.bouchet@limburg.be"
"TRUE","TRUE","Aldeneik, Herenlaakweg, aan rotonde linker fietsweg, 1ste pad links naar beneden","Bosbeek","n2jjztbi ","TBD","YES","I_3680_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Maaseik",3680,1,10004,NA,"51.1040778",5.809133,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Prioritair, Opoeteren, Volmolenstraat, thv Volmolen, opw verval","Bosbeek",NA,NA,"YES","I_3680_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Maaseik",3680,1,10004,NA,"51.0767058",5.6737656,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Opoeteren, Dorpermolenstraat thv huis nr.2, 30m opw. molen LO","Bosbeek",NA,NA,"YES","I_3680_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Maaseik",3680,1,10004,NA,"51.0682086995667",5.65426558840057,"VMM",NA,"d.slootmaekers@vmm.be"
"ONHOLD","ONHOLD","Opoeteren, Kasteelstraat, afw brug","Bosbeek","nzzlmmvm",NA,"YES","I_3680_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Maaseik",3680,1,10004,NA,"51.0563721",5.6356721,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Slagmolen, opw en afw brug","Bosbeek","nzzlmmvm",NA,"YES","I_3660_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen",3660,1,10004,NA,"51.0767210026086",5.67345699560286,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Rotem, Klaverstr/Veesteeg, opw weg","Retselbeek",NA,NA,"YES","I_3650_1","ziet er toegegroeid uit",NA,"VMM_Mtp","Lotisch",NA,"Limburg","Dilsen-Stokkem",3650,2,9882,NA,"51.0574822",5.7162826,"Limburg",NA,"christel.bouchet@limburg.be"
"FALSE","FALSE","Dilsen/Stokkem, afw steenweg N78","Vrietselbeek",NA,NA,"YES","I_3650_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Dilsen-Stokkem",3650,2,9629,NA,"51.0229170845283",5.72694804073987,"Limburg",NA,"christel.bouchet@limburg.be"
"FALSE","FALSE","Boorsem, Langeweidestraat, opw brug - meetplaats 381 (provincie Limburg)","Ziepbeek","mtbiodey",NA,"YES","I_3631_1","ziet er niet toegankelijk uit",NA,"VMM_Mtp","Lotisch",NA,"Limburg","Maasmechelen",3631,2,9766,NA,"50.9343809",5.706293,"Limburg",NA,"christel.bouchet@limburg.be"
"FALSE","FALSE","Rekem, Oude god, opw brug - meetplaats 377 (provincie Limburg)","Ziepbeek",NA,NA,"YES","I_3621_1","ziet er niet toegankelijk uit",NA,"VMM_Mtp","Lotisch",NA,"Limburg","Lanaken",3621,2,9766,NA,"50.9233028",5.7055852,"Limburg",NA,"christel.bouchet@limburg.be"
"FALSE","FALSE","Tongeren, Hardelweg/Oude Blaarstraat, Natuurgebied ""De Kevie"", afw brug","Jeker",NA,NA,"YES","I_3700_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Tongeren",3700,1,9504,NA,"50.7797622324309",5.4907471289989,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Lauw, Brugstraat, opw brug","Jeker",NA,NA,"YES","I_3700_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Tongeren",3700,1,9504,NA,"50.7386173999773",5.41144450442367,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Prioritair, Moelingen, Voerenstraat, opw brug","Berwijn",NA,NA,"YES","I_3790_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Voeren",3790,1,9536,NA,"50.7560047",5.7114898,"VMM",NA,"d.slootmaekers@vmm.be"
"TRUE","TRUE",NA,NA,"nwmzmtg3",NA,"YES","I_9968_1",NA,NA,NA,NA,NA,"Oost-Vlaanderen",NA,9968,NA,NA,NA,"51.21781",3.70594,NA,NA,NA
"TRUE","TRUE",NA,"Maatbeek","nwmzmtg3",NA,"YES","I_9960_1",NA,NA,NA,NA,NA,"Oost-Vlaanderen",NA,9960,NA,NA,NA,"51.21716",3.73395,NA,NA,NA
"FALSE","FALSE","Rode Weel, thv bunker a brug over Verlegde Schijns","Hoofdgracht",NA,NA,"YES","I_2030_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Antwerpen",2030,1,3104,NA,"51.3013778797996",4.37241519189361,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Deurne; Ruggeveldlaan, opw Rivierenhof, opw brug","Groot Schijn",NA,NA,"YES","I_2100_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Antwerpen",2100,1,3103,NA,"51.2140025092506",4.48164417719761,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Deurne; grens Wommelgem, Autolei, afw brug","Groot Schijn","zwjizmvl",NA,"YES","I_2160_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Wommelgem",2160,1,3103,NA,"51.2157686",4.4950443,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Westmalle; Ossegoor, Sparrenlaan, opw weg","Groot Schijn",NA,NA,"YES","I_2390_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Malle",2390,2,3103,NA,"51.2849529",4.6789681,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","Ekeren; Rode Weel thv PS","Voorgracht",NA,NA,"YES","I_2030_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Antwerpen",2030,1,16818,NA,"51.3057614387582",4.34273309075741,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Walenhoek, Ettenhovense Dijk, afw autoweg","Afwateringsgracht",NA,NA,"YES","I_2030_3","omheind",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Antwerpen",2030,1,3251,NA,"51.3103297",4.3589644,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Bassevelde,Hasselstraat, opw weg","Oosteeklose Beek","yjbjmtay","26/8/24","YES","I_9968_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Assenede",9968,2,2964,NA,"51.2178119",3.7059449,"Isabellapolder","09/3575770","info@isabellapolder.be"
"TRUE","TRUE","'s Gravenwezel, Noorderlaan","Antitankkanaal","nmvkndjl",NA,"YES","I_2970_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Schilde",2970,1,17603,NA,"51.2630475",4.5877525,"VMM",NA,"d.slootmaekers@vmm.be"
"TRUE","TRUE","Verrebroek; Bemalingsstation thv expressweg","Noordzuid Verbinding","y2uzntq0",NA,"YES","I_9130_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Beveren",9130,1,3111,NA,"51.252614",4.201021,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Okkervoorde, Duikeldam ,Dijkweg Watergang vd Hoge Landen",NA,NA,NA,"YES","I_9170_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Sint-Gillis-Waas",9170,2,47101,NA,"51.2279694",4.1412993,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","Ast, Aststr, zandweg, afw sas","Grauwersteenbeek","otniytkz","TBD","YES","I_9170_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Sint-Gillis-Waas",9170,2,4013,NA,"51.2139559",4.1103121,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","Haasdonk, Oude Baan, opw weg","Gaverse Beek",NA,NA,"YES","I_9120_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Beveren",9120,2,3512,NA,"51.1970978945056",4.22393793062277,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","Sint-Niklaasstr, op het einde v/e zandweg, thv de bocht i/d beek","Schuilhoekbeek","otniytkz","TBD","YES","I_9170_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Sint-Gillis-Waas",9170,2,3231,NA,"51.1997818",4.1461147,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","Kouterhoek, Julianus Severinstrthv brugje","Akkersbeek",NA,NA,"YES","I_9150_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruibeke",9150,2,3377,NA,"51.1675599082309",4.30343432736272,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","Oude Kruibekestraat","Barbierbeek",NA,NA,"YES","I_9150_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruibeke",9150,2,3109,NA,"51.1552618316077",4.30043548977325,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","oude Heirbaan opw","Barbierbeek",NA,NA,"YES","I_9140_1","NIET BRUIKBAAR, te ondiep",NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Temse",9140,2,3109,NA,"51.1390191",4.1649495,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","Muizenhol,zandweg naast electriciteitskab. aan Luiseekstr, 70 m voorbij de Barbierbeek","Steendonkstraatbeek",NA,NA,"YES","I_9140_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Temse",9140,2,3390,NA,"51.165224071789",4.22356455334256,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
"FALSE","FALSE","Cleydaellaan, thv. kasteel Cleydael, opw brug","Grote Struisbeek",NA,NA,"YES","I_2630_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Aartselaar",2630,1,3108,NA,"51.1373307680202",4.362912876352,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Sint-Jan-In-Eremo,Sint-Janspolderdijk,opw weg","Roeselarekreek",NA,NA,"YES","I_9982_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Sint-Laureins",9982,2,2949,NA,"51.266723722904",3.55650991134693,"Generale Vrije Polders","09/3799667","info@generalevrijepolders.be"
"FALSE","FALSE","Prioritair, waarneming rivierkreeft onbekend--> marmerkreeft?",NA,NA,NA,"YES","I_3012_1",NA,NA,NA,NA,NA,"Vlaams-Brabant",NA,3012,NA,NA,NA,"50.8947982",4.7063837,NA,NA,NA
"FALSE","FALSE","Sint-Jan-In-Eremo,Brouwersweg, afw Graafjansdijk,afw weg",NA,NA,NA,"YES","I_9982_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Sint-Laureins",9982,2,3008,NA,"51.2486074985737",3.57449954552839,"Slependammepolders","09/3798695","griffier@slependammepolders.be"
"FALSE","FALSE","Kessel-Lo, Dijledreef, opw brug","Dijle","yjk2zjuy",NA,"YES","I_3010_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3010,1,6551,NA,"50.8913324",4.7102315,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Wilsele, Vuurkruisenln, op bedrijventerrein AB InBev, over Dijle via weg achter fabriek, trap aan LO net afw overwelving, via trapje","Dijle",NA,NA,"YES","I_3012_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3012,1,6551,NA,"50.888923672517",4.71005765358826,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Vaartstraat, afw brug","Dijle",NA,NA,"YES","I_3000_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3000,1,6551,NA,"50.8869137492914",4.70252506096913,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Leuven, Tervuursesvest, afw. brug ring","Dijle",NA,NA,"YES","I_3000_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3000,1,6551,NA,"50.8701172900656",4.69437879123281,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Heverlee, opw brug voor kasteel van Arenberg","Dijle","yjk2zjuy",NA,"YES","I_3001_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3001,1,6551,NA,"50.8630093",4.6835057,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Heverlee, Langestr, aanmeerplaats bootjes aan LO, opw Celestijnenln en effl IMEC","Dijle",NA,NA,"YES","I_3001_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3001,1,6551,NA,"50.8616406440586",4.68099659601534,"VMM",NA,"d.slootmaekers@vmm.be"
"ONHOLD","ONHOLD",NA,"Dijle","n2rmyjaw",NA,"YES","I_3040_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6551,NA,"50.7762847",4.6372424,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Reet, Bontekoe, zijweg aan Pierstraat, afw. weg","Varenloop","ntvinwe1","26/08/24","YES","I_2840_1","TE ONDIEP! bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Rumst",2840,2,3619,NA,"51.1130236",4.3889342,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"TRUE","TRUE","Ruisbroek; einde Donkstr - Vlietdijk opw. brug thv pompstation","Grote Molenbeek","zwuxmwy1","09/07/2024","YES","I_2870_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,1,6,NA,"51.0950370024481",4.31745249594477,"VMM",NA,"d.slootmaekers@vmm.be"
"TRUE","TRUE","Kobbegem; Sint-Goriksstraat, afw Torenhof","Grote Molenbeek","ownlnda3","TBD","YES","I_1730_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Asse",1730,2,6,NA,"50.9065872",4.2510468,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be"
"FALSE","FALSE","Wolvertem, Heidestr, opw. weg","Beek",NA,NA,"YES","I_1861_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Meise",1861,2,349,NA,"50.9481571891498",4.30144559221856,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be"
"TRUE","TRUE","Mansteen","Stambeek","ndzmm2ex","25/8/24","YES","I_1745_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Opwijk",1745,2,615,NA,"50.960996",4.212466,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be"
"TRUE","TRUE","Ruisbroek, St. Katharinastr., afw Moerloop","Birrebeek","zwuxmwy1","09/07/2024","YES","I_2870_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,1,3106,NA,"51.0746396024564",4.33886299593737,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Hogerhei, Bosbeekstr einde wegje naast Taverne De Nachtegaal, opw weg","Landbeek",NA,NA,"YES","I_1880_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Kapelle-op-den-Bos",1880,2,3171,NA,"50.9972015927551",4.34966622919388,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be"
"TRUE","TRUE",NA,"Grote Nete","ztyxmjnj","TBD","YES","I_2440_1",NA,NA,NA,NA,NA,"Antwerpen",NA,2440,NA,NA,NA,"51.1032353",4.9847864,NA,NA,NA
"FALSE","FALSE","Stelen, Kemeldijk-Wilders, 300m opw duiker onder Albertkanaal","Grote Nete",NA,NA,"YES","I_2440_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Geel",2440,1,8501,NA,"51.1275503689447",4.98786169836811,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","zijwegje Zandstraat, afw Tombroekloop","Grote Nete",NA,NA,"YES","I_2440_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Geel",2440,1,8501,NA,"51.14953785217",5.02598427196293,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","A. Stocletlaan, opw. weg (op grens met Rumst - Lage Vosbergstraat)","Duffelse en Rumstse Scheibeek",NA,NA,"YES","I_2840_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Rumst",2840,2,9278,NA,"51.0881466016566",4.4684930796194,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","Westkapelle, Hazegrasstraat, net voorbij splitsing","Isabellavaart",NA,NA,"YES","I_8300_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Knokke-Heist",8300,1,2125,NA,"51.3283796838953",3.34234585348098,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Duffelstraat, opw overstort","Bemortelloop",NA,NA,"YES","I_2860_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Sint-Katelijne-Waver",2860,2,9147,NA,"51.0780082282022",4.51100889774557,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"TRUE","TRUE","Mechelsesteenweg, opw brug en monding Babelse beek","Lachenebeek","zgi0mju3","09/24","YES","I_2500_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Lier",2500,2,8839,NA,"51.1348",4.518105,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","Mechelsesteenweg, juist onder hoogspanningslijn, opw. weg","Babbelsebeek",NA,NA,"YES","I_2550_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Kontich",2550,2,9070,NA,"51.1141384006522",4.45016980927375,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","Liersestwg, opw brug","Itterbeek",NA,NA,"YES","I_2500_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Duffel",2500,2,8526,NA,"51.1103484925723",4.55684492188849,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","Koningshooikt,Tallaart, zijweg, links aan einde verharde weg","Tallaartloop",NA,NA,"YES","I_2500_3","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Lier",2500,2,8917,NA,"51.1019665965796",4.57030275737254,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","bocht Haagstraat, net voorbij n°13, naast verharde weg","Haagbeek","odbjody4",NA,"YES","I_2500_4","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Lier",2500,2,8863,NA,"51.091789",4.5767248,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE",NA,"Kleine Nete",NA,NA,"YES","I_2200_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Herentals",2200,1,8502,NA,"51.1834807843877",4.84860034637277,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","St-Jozef-Olen, verlenging Neerheide (einde zandweg)","Kleine Nete",NA,NA,"YES","I_2460_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Kasterlee",2460,1,8502,NA,"51.1948086587786",4.88226364582145,"VMM",NA,"d.slootmaekers@vmm.be"
"TRUE","TRUE","Ten Aard, grens Lichtaart (Bobbejaanland), opw. Lichtaartseweg/Olenstw.","Kleine Nete","owm5ndk2","10/8/2024","YES","I_2460_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Kasterlee",2460,1,8502,NA,"51.1987613",4.9030521,"VMM",NA,"d.slootmaekers@vmm.be"
"TRUE","TRUE","Emblem; afw. Netekanaal","Molenbeek","mmmwzmrh","02/09/24","YES","I_2520_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Ranst",2520,1,8505,NA,"51.1712784",4.6298545,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Viersel; zijwegje Bergen (tgo. n°91)","Molenbeek",NA,NA,"YES","I_2240_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Zandhoven",2240,1,8505,NA,"51.1826396",4.6486856,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Pulderbos; Blauwhoef, opw(BIO) en afw(FC) brugje","Molenbeek","nzhlzwfj",NA,"YES","I_2242_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Zandhoven",2242,1,8505,NA,"51.2053415",4.6862499,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Pulsebaan, afw. klein beekje en brug","Molenbeek",NA,NA,"YES","I_2243_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Zandhoven",2243,1,8505,NA,"51.21155547511",4.69828458236392,"VMM",NA,"d.slootmaekers@vmm.be"
"FALSE","FALSE","Halle, kruising Berkenlaan en Boshuisweg, thv van bezoekersbord","Bakelansbeek",NA,NA,"YES","I_2240_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Zoersel",2240,2,8641,NA,"51.2366391510615",4.65835690587885,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","Reebergenlaan, parallel met E34, afw brug","De Delfte Beek",NA,NA,"YES","I_2290_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Vorselaar",2290,2,8713,NA,"51.2431826526888",4.74449111422198,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
"FALSE","FALSE","Oostmalle, St Laurentiuslaan, opw brugje","Lopende Beek","ytvhnwi0",NA,"YES","I_2390_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Malle",2390,2,8782,NA,"51.2739246",4.7246583,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
