"isReserved","updateRes","OMSCHR","NAAM","vrijwillID","startDate","SugbyINBO","locID","restricties","Sampler","dataset","SystemType","GEBIED","provincie","gemeente","postcode","CATC","VHAG","WVLC","Beheerder","Bhrtel","Bhremail","OIDN","UIDN","TERRID","NISCODE","NAAM.1","DATPUBLBS","NUMAC","LENGTE","OPPERVL","GEMNAAM","Longitude","Latitude"
TRUE,TRUE,NA,NA,"nzzlmmvm",NA,"NO","V_3660_4",NA,NA,NA,NA,NA,"Limburg","Oudsbergen",3660,NA,NA,NA,NA,NA,NA,310,745,364,"72042","Oudsbergen",2018-06-01,"2018012105",58208.1,116370650.2,"Oudsbergen",235413.283240309,191068.47985406
TRUE,TRUE,"Ruisbroek; einde Donkstr - Vlietdijk opw. brug thv pompstation","Grote Molenbeek","zwuxmwy1","09/07/2024","YES","I_2870_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,1,6,NA,"VMM",NA,"d.slootmaekers@vmm.be",311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",146406.003233875,198327.000254196
TRUE,TRUE,"Ruisbroek, St. Katharinastr., afw Moerloop","Birrebeek","zwuxmwy1","09/07/2024","YES","I_2870_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,1,3106,NA,"VMM",NA,"d.slootmaekers@vmm.be",311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",147904.996987269,196057.00285758
FALSE,FALSE,"Ruisbroek; einde Donkstr - Vlietdijk; beginnen aan brug thv pompstation(mtp 225000)","Grote Molenbeek",NA,NA,"YES","I_2870_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,1,6,NA,"VMM",NA,"d.slootmaekers@vmm.be",311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",146407.998401818,198324.996404057
TRUE,TRUE,"Puurs; Achterheide; beginnen aan fietsbrugje","Grote Molenbeek","njm2yzlk","TBD","YES","I_2890_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2890,1,6,NA,"VMM",NA,"d.slootmaekers@vmm.be",311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",142525.00081281,193785.001044003
FALSE,FALSE,"Ruisbroek; Ooievaarsnest; 50m afw mtp 234000; direct na bloembak paadje inrijden tot aan slagboom","Birrebeek",NA,NA,"YES","I_2870_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,1,3106,NA,"VMM",NA,"d.slootmaekers@vmm.be",311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",147986.999901335,196089.998916887
FALSE,FALSE,"Puurs; Gansbroekstraat; 100m opwaarts TR233000.1","Birrebeek",NA,NA,"YES","I_2870_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,1,3106,NA,"VMM",NA,"d.slootmaekers@vmm.be",311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",148229.999901387,196607.99891673
FALSE,FALSE,NA,NA,NA,NA,"YES","I_2870_6",NA,NA,"Scheers","Lentisch",NA,"Antwerpen","Puurs-Sint-Amands",2870,NA,NA,NA,NA,NA,NA,311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",144182.591398604,195259.919473401
TRUE,TRUE,NA,"Hof ter Zielbeek","zwuxmwy1","09/07/2024","NO","V_2870_7",NA,NA,NA,NA,NA,"Antwerpen","Puurs-Sint-Amands",2870,NA,NA,NA,NA,NA,NA,311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",147851.819199709,196131.961153589
TRUE,TRUE,NA,"Vliet","mthjnmy5","09/09/24","YES","I_2880_12",NA,NA,NA,NA,NA,"Antwerpen","Bornem",2880,NA,NA,NA,NA,NA,NA,311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",146073.951965811,198050.00356674
TRUE,TRUE,NA,"Koningsbeek","njm2yzlk","TBD","YES","I_2870_8",NA,NA,NA,NA,NA,"Antwerpen","Puurs-Sint-Amands",2870,NA,NA,NA,NA,NA,NA,311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",142884.610870365,196709.935112699
TRUE,TRUE,NA,"Vliet","njm2yzlk","TBD","YES","I_2870_9",NA,NA,NA,NA,NA,"Antwerpen","Puurs-Sint-Amands",2870,NA,NA,NA,NA,NA,NA,311,746,369,"12041","Puurs-Sint-Amands",2018-06-01,"2018012103",40101.58,49138372.28,"Puurs-Sint-Amands",143073.085464919,195829.125805735
FALSE,FALSE,"Poeke,Kasteelwijk,Kasteelstraat,afw weg","Poekebeek",NA,NA,"YES","I_9880_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Aalter",9880,1,27,NA,"VMM",NA,"d.slootmaekers@vmm.be",313,748,367,"44084","Aalter",2018-06-01,"2018012109",61563.98,119850756.39,"Aalter",85694.9999204366,192617.998919443
FALSE,FALSE,"Over Leiestraat",NA,NA,NA,"YES","I_9910_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Aalter",9910,2,1036,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",313,748,367,"44084","Aalter",2018-06-01,"2018012109",61563.98,119850756.39,"Aalter",81339.9999240089,201378.99891689
FALSE,FALSE,"Bellem, Eksterstraat","Fortloop",NA,NA,"YES","I_9881_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Aalter",9881,2,397,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",313,748,367,"44084","Aalter",2018-06-01,"2018012109",61563.98,119850756.39,"Aalter",89661.9968149411,199735.998645022
FALSE,FALSE,"Poeke,Kasteelstraat,afw weg","Poekebeek",NA,NA,"YES","I_9880_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Aalter",9880,1,27,NA,"VMM",NA,"d.slootmaekers@vmm.be",313,748,367,"44084","Aalter",2018-06-01,"2018012109",61563.98,119850756.39,"Aalter",85707.9999204287,192541.998919463
FALSE,FALSE,NA,NA,NA,"TBD","YES","I_9880_3",NA,NA,NA,NA,NA,"Oost-Vlaanderen","Aalter",9880,NA,NA,NA,NA,NA,NA,313,748,367,"44084","Aalter",2018-06-01,"2018012109",61563.98,119850756.39,"Aalter",82207.1044400972,200363.742201876
FALSE,FALSE,NA,"Kraenepoel","n2vintk4",NA,"NO","V_9880_4",NA,NA,NA,NA,NA,"Oost-Vlaanderen","Aalter",9880,NA,NA,NA,"Meulebrouck Klaar",NA,"recreatie.ovl.anb@vlaanderen.be",313,748,367,"44084","Aalter",2018-06-01,"2018012109",61563.98,119850756.39,"Aalter",87846.7978949396,196350.543962957
FALSE,FALSE,NA,NA,"n2vintk4",NA,"NO","V_9880_5",NA,NA,NA,NA,NA,"Oost-Vlaanderen","Aalter",9880,NA,NA,NA,NA,NA,NA,313,748,367,"44084","Aalter",2018-06-01,"2018012109",61563.98,119850756.39,"Aalter",87430.6197474966,199734.566174736
FALSE,FALSE,"Bisdonkstraat, veldwegel thv bocht","Stokstormbeek",NA,NA,"YES","I_9770_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruisem",9770,2,4463,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",90443.9995163019,182154.99872253
FALSE,FALSE,"Nokere, Beerstraat",NA,NA,NA,"YES","I_9771_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruisem",9771,2,4355,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",88170.9999153291,175442.998924644
FALSE,FALSE,"Ouwegem, Den Bos, afw weg","Stampkotbeek",NA,NA,"YES","I_9750_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruisem",9750,2,5274,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",97113.9999134607,179283.998923239
FALSE,FALSE,"Huise, Driesstraat, 50m opw weg","Stampkotbeek",NA,NA,"YES","I_9750_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruisem",9750,2,5603,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",95163.9999132834,176125.998924262
FALSE,FALSE,"Appelhoekstraat, thv Lozerkasteel","Stampkotbeek",NA,NA,"YES","I_9770_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruisem",9770,2,5274,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",93230.9999145298,178574.99892355
FALSE,FALSE,"Den Bos, opw brug","Stampkotbeek",NA,NA,"YES","I_9750_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruisem",9750,3,5274,NA,NA,NA,NA,314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",97094.9999134679,179288.998923234
FALSE,FALSE,"Neereichemstraat afw brug","Stampkotbeek",NA,NA,"YES","I_9770_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Kruisem",9770,2,5274,NA,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be",314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",94580.9999143465,179604.998923195
FALSE,FALSE,"Oude Schelde Mesureput","Mesureput",NA,NA,"YES","I_9750_4",NA,NA,"EcoWater","Lentisch",NA,"Oost-Vlaanderen","Kruisem",9750,NA,NA,NA,NA,NA,NA,314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",101852.647265688,176786.766582821
FALSE,FALSE,"Oude Schelde Spettekraai","Oude Schelde Spetterkraai","zgexogy3",NA,"YES","I_9750_5",NA,NA,"EcoWater","Lentisch",NA,"Oost-Vlaanderen","Kruisem",9750,NA,NA,NA,NA,NA,NA,314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",101038.710810071,176108.843528176
TRUE,TRUE,NA,"Mesureput","zgexogy3",NA,"NO","V_9750_6",NA,NA,NA,NA,NA,"Oost-Vlaanderen","Kruisem",9750,NA,NA,NA,NA,NA,NA,314,749,366,"45068","Kruisem",2018-06-01,"2018012104",54407.16,71589748.05,"Kruisem",101907.953233222,177202.45659418
FALSE,FALSE,"Duffelstraat, opw overstort","Bemortelloop",NA,NA,"YES","I_2860_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Sint-Katelijne-Waver",2860,2,9147,NA,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be",2,752,169,"12035","Sint-Katelijne-Waver",1976-01-23,"1975123003",35564.52,36156077.89,"Sint-Katelijne-Waver",159968.999897489,196440.998916542
FALSE,FALSE,"St-Katelijne-Waver, Kempenaerstr, tov Green partners, opw weg, opw overstort","Otterbeek",NA,NA,"YES","I_2860_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Sint-Katelijne-Waver",2860,2,6949,NA,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be",2,752,169,"12035","Sint-Katelijne-Waver",1976-01-23,"1975123003",35564.52,36156077.89,"Sint-Katelijne-Waver",160581.999896929,194993.998916976
FALSE,FALSE,"Duffel; Beukendreef; 50m opw brug (aan dikke canadaboom)","Goorbosbeek",NA,NA,"YES","I_2860_3","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Sint-Katelijne-Waver",2860,2,9112,NA,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be",2,752,169,"12035","Sint-Katelijne-Waver",1976-01-23,"1975123003",35564.52,36156077.89,"Sint-Katelijne-Waver",158040.99989804,196119.998916681
FALSE,FALSE,NA,NA,"odbjody4",NA,"YES","I_2860_4",NA,NA,"Scheers","Lentisch",NA,"Antwerpen","Sint-Katelijne-Waver",2860,NA,NA,NA,NA,NA,NA,2,752,169,"12035","Sint-Katelijne-Waver",1976-01-23,"1975123003",35564.52,36156077.89,"Sint-Katelijne-Waver",159971.365712222,194421.848717855
FALSE,FALSE,"Wiekevorst;Valleistraat, (FC) opw en (Bio) afw brug en verval","Wimp",NA,NA,"YES","I_2222_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Heist-op-den-Berg",2222,1,8507,NA,"VMM",NA,"d.slootmaekers@vmm.be",11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",180064.999891935,200694.998914854
FALSE,FALSE,"Wiekevorst; Morkhovenseweg-Wiekevorstseweg, opw brug en overstort","Wimp",NA,NA,"YES","I_2222_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Heist-op-den-Berg",2222,1,8507,NA,"VMM",NA,"d.slootmaekers@vmm.be",11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",180680.999891613,200231.998914987
FALSE,FALSE,"Wiekevorst; Wiekevorstseweg; opw brug","Wimp",NA,NA,"YES","I_2222_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Heist-op-den-Berg",2222,1,8507,NA,"VMM",NA,"d.slootmaekers@vmm.be",11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",180669.999891627,200241.998914985
TRUE,TRUE,"Heist o/d Berg; Heistseweg; einde zandweg naast huisnr 133","Bergebeek","mmm4mzq3","TBD","YES","I_2221_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Heist-op-den-Berg",2221,2,8620,NA,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be",11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",177620.49405209,195635.208405217
TRUE,TRUE,"Heist o/d Berg; Booischot; Peerdsdonkendreef; einde asfaltbaan","Herseltseloop","ztfhota2","26/8/24","YES","I_2221_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Heist-op-den-Berg",2221,2,8956,NA,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be",11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",179063.999708538,193252.001802011
TRUE,TRUE,NA,NA,"mmm4mzq3","TBD","NO","V_2222_4",NA,NA,NA,NA,NA,"Antwerpen","Heist-op-den-Berg",2222,NA,NA,NA,NA,NA,NA,11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",173208.84820465,201328.077627791
FALSE,FALSE,NA,"Houtvense Loop",NA,"TBD","YES","I_2221_3","Te ondiep, recent uitgegraven",NA,NA,NA,NA,"Antwerpen","Heist-op-den-Berg",2221,NA,NA,NA,NA,NA,NA,11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",179372.72356126,194496.140043021
TRUE,TRUE,NA,NA,"odcxnmmx",NA,"YES","I_2220_1",NA,NA,NA,NA,NA,"Antwerpen","Heist-op-den-Berg",2220,NA,NA,NA,NA,NA,NA,11,755,150,"12014","Heist-op-den-Berg",1982-12-29,"1982001920",61242.09,86673649.61,"Heist-op-den-Berg",176072.46658163,197897.760093197
FALSE,FALSE,"Muizen, Muizenhoekstr, opw brug","Vrouwvliet",NA,NA,"YES","I_2820_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Bonheiden",2820,1,6553,NA,"VMM",NA,"d.slootmaekers@vmm.be",23,762,184,"12005","Bonheiden",1982-12-29,"1982001920",36068.33,29191355.95,"Bonheiden",161164.999895506,190133.998918466
FALSE,FALSE,"Bonheiden/Muizen, einde Eikendreef, opw wandelbrug begin Mechels Broek","Vrouwvliet",NA,NA,"YES","I_2812_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Bonheiden",2812,1,6553,NA,"VMM",NA,"d.slootmaekers@vmm.be",23,762,184,"12005","Bonheiden",1982-12-29,"1982001920",36068.33,29191355.95,"Bonheiden",160675.999895746,190442.998918382
TRUE,TRUE,"Rijmenam/Boortmeerbeek, Rijmenamsebn, opw 387950 en opw brug","Leibeek","ymuxmjez","TBD","YES","I_3190_4","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Bonheiden",3190,2,6558,NA,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be",23,762,184,"12005","Bonheiden",1982-12-29,"1982001920",36068.33,29191355.95,"Bonheiden",164949.0014827,186752.998157753
FALSE,FALSE,"Keerbergen, Bakestraat, aan bakkerij DITS, opw weg","Vrouwvliet",NA,NA,"YES","I_3140_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Keerbergen",3140,2,6553,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",25,764,201,"24048","Keerbergen",1982-12-29,"1982001920",23173.55,18542847.34,"Keerbergen",168306.999892855,188948.998918691
FALSE,FALSE,"Lo, Klarewal-zijweg","Collaertshillebeek",NA,NA,"YES","I_8647_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Lo-Reninge",8647,2,1409,NA,"Westkustpolder","058/314653","info@westkustpolder.be",33,768,198,"32030","Lo-Reninge",1982-12-29,"1982001920",53188.56,63398207.68,"Lo-Reninge",34569.9999352882,188324.998922251
FALSE,FALSE,"Reninge, Bernardplaatsstraat, Bernardusplasbrug","Kemmelbeek",NA,NA,"YES","I_8647_2",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Lo-Reninge",8647,1,1204,NA,"VMM",NA,"d.slootmaekers@vmm.be",33,768,198,"32030","Lo-Reninge",1982-12-29,"1982001920",53188.56,63398207.68,"Lo-Reninge",41479.9999311586,180279.998924494
FALSE,FALSE,"Zuidschote, op baan Zuidschote-Reninge (saf!)","Kemmelbeek",NA,NA,"YES","I_8647_3",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Lo-Reninge",8647,1,1204,NA,"VMM",NA,"d.slootmaekers@vmm.be",33,768,198,"32030","Lo-Reninge",1982-12-29,"1982001920",53188.56,63398207.68,"Lo-Reninge",41474.9999309201,179381.998924768
FALSE,FALSE,"Reninge, Broekstraat, Waterhoek","Kemmelbeek",NA,NA,"YES","I_8647_4",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Lo-Reninge",8647,1,1204,NA,"VMM",NA,"d.slootmaekers@vmm.be",33,768,198,"32030","Lo-Reninge",1982-12-29,"1982001920",53188.56,63398207.68,"Lo-Reninge",39233.9999326994,183720.99892351
FALSE,FALSE,"Reninge, Bernardplaatsstraat","Kemmelbeek",NA,NA,"YES","I_8647_5",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Lo-Reninge",8647,1,1204,NA,"VMM",NA,"d.slootmaekers@vmm.be",33,768,198,"32030","Lo-Reninge",1982-12-29,"1982001920",53188.56,63398207.68,"Lo-Reninge",41430.9999311825,180375.99892446
FALSE,FALSE,NA,NA,"nzm3mdi0",NA,"YES","I_8647_6",NA,NA,NA,"Lotisch",NA,"West-Vlaanderen","Lo-Reninge",8647,NA,NA,NA,NA,NA,NA,33,768,198,"32030","Lo-Reninge",1982-12-29,"1982001920",53188.56,63398207.68,"Lo-Reninge",37808.7933286725,184363.013690499
FALSE,FALSE,NA,"Lovaart","nzm3mdi0",NA,"YES","I_8647_7",NA,NA,NA,"Lotisch",NA,"West-Vlaanderen","Lo-Reninge",8647,NA,NA,NA,NA,NA,NA,33,768,198,"32030","Lo-Reninge",1982-12-29,"1982001920",53188.56,63398207.68,"Lo-Reninge",35451.5114180086,185854.651602517
FALSE,FALSE,"Otegem,  Zwevegemstraat","Kleine Kasselrijbeek",NA,NA,"YES","I_8553_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Zwevegem",8553,2,4628,NA,"West-Vlaanderen",NA,NA,43,773,291,"34042","Zwevegem",1976-01-23,"1975123003",44293.99,63611324.59,"Zwevegem",82221.9999151807,167404.998927278
TRUE,TRUE,"Sint-Denijsstraat, Kreupel, afw","Slijpbeek","zguxztnj","18/07/24","YES","I_8550_1","Waterstand te laag?",NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Zwevegem",8550,2,18815,NA,"West-Vlaanderen",NA,NA,43,773,291,"34042","Zwevegem",1976-01-23,"1975123003",44293.99,63611324.59,"Zwevegem",77473.997990558,165454.993888777
FALSE,FALSE,"Moen,Kraaibosstraat,afw weg","Oliebergbeek",NA,NA,"YES","I_8552_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Zwevegem",8552,2,163,NA,"West-Vlaanderen",NA,NA,43,773,291,"34042","Zwevegem",1976-01-23,"1975123003",44293.99,63611324.59,"Zwevegem",80148.9999148522,163512.998928526
FALSE,FALSE,"Otterbeek-Sop brug bij 632350- Kappaard","Slijpbeek","zguxztnj",NA,"YES","I_8550_2",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Zwevegem",8550,2,18815,NA,"West-Vlaanderen",NA,NA,43,773,291,"34042","Zwevegem",1976-01-23,"1975123003",44293.99,63611324.59,"Zwevegem",78870.9047833482,168467.719389944
FALSE,FALSE,NA,"Keibeek",NA,NA,"YES","I_8550_3",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Zwevegem",8550,2,4339,NA,"West-Vlaanderen",NA,NA,43,773,291,"34042","Zwevegem",1976-01-23,"1975123003",44293.99,63611324.59,"Zwevegem",76357.999916916,166954.998927576
FALSE,FALSE,"Tongerlo; langs Groenstraat; begin traject achter huisnummer 20 aan brugje","Itterbeek",NA,NA,"YES","I_3960_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bree",3960,2,9522,NA,"Limburg",NA,"christel.bouchet@limburg.be",65,786,14,"72004","Bree",1982-07-17,"1982001074",41167.86,64983074.47,"Bree",240833.999871955,202665.998913347
