"isReserved","updateRes","OMSCHR","NAAM","vrijwillID","startDate","SugbyINBO","locID","restricties","Sampler","dataset","SystemType","GEBIED","provincie","gemeente","postcode","CATC","VHAG","WVLC","Latitude","Longitude","Beheerder","Bhrtel","Bhremail"
TRUE,TRUE,"St Corneliusstraat, opw brug","Laakbeek","otuwnjq5","21/07/24","YES","I_2340_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Beerse",2340,2,8572,NA,51.3128148,4.8376736,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Roest, zijweg Poederstr, opwaarts weg en baangrachten","De Wamp","zwy2zjg3","11/8/24","YES","I_2370_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Arendonk",2370,2,8508,NA,51.3343984,5.1183225,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Rooiveld, afw brug","Wimp","ztfhota2","2/9/24","YES","I_2260_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Westerlo",2260,1,8507,NA,51.1021604,4.8324878,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Houtvenne, Linieweg, afw brugje","Steenkensbeek","yjbjnzi1","TBD","YES","I_2235_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Hulshout",2235,2,8518,NA,51.0619956,4.8023325,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Ginderbroek, Borgerhoutsendijk, opw brug","Molse Nete","ztu0mthk","08/07/2024","YES","I_2400_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Mol",2400,1,8506,NA,51.1790866,5.1125897,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Lembeek, Heldenstr/Gasthuisstr, afw brug","Zenne","yjq4y2nh",NA,"YES","I_1502_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Halle",1502,1,6552,NA,50.7120313,4.2257134,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Negenmanneken, Klein-Bijgaardenstr, afw weg en overstort","Zuunbeek","mziwognl","15/08/24","YES","I_1600_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Sint-Pieters-Leeuw",1600,1,6554,NA,50.7984079,4.2827493,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Dworp/Essenbeek, Winkelaar/Kapittel, 5 m opw weg (voorbij zijgrachtje)","Steenputbeek","yjq4y2nh",NA,"YES","I_1653_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Beersel",1653,9,7068,NA,50.7268228,4.2879533,NA,NA,NA
TRUE,TRUE,"Boortmeerbeek, Molenbeekstr, afw weg","Weesbeek","ymuxmjez","TBD","YES","I_3190_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Boortmeerbeek",3190,2,6559,NA,50.9861762,4.5701582,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be"
TRUE,TRUE,"Godsheide, Kiezelstr, aan golfterrein vr verval, afw brug","Demer","mdcxmmmy","08/07/24","YES","I_3500_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Hasselt",3500,1,7151,NA,50.9296105,5.3774713,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Testelt, verlengde Wijngaardstr, weg langs Demer, opw brug","De Hulpe","otyymtfh",NA,"YES","I_3271_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Scherpenheuvel-Zichem",3271,1,7360,NA,51.0071698,4.9664636,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Stal West, zijweg Molendijk richting RWZI, juist voorbij de bocht, voor RWZI","Kleine Beek","mzc5yzc3","eind aug / begin sept","YES","I_3582_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Beringen",3582,2,7455,NA,51.0596175,5.2371641,"Limburg",NA,"christel.bouchet@limburg.be"
TRUE,TRUE,"Viversel, Zwembadstr, opw weg","Laambeek","zmvizjk1","5/8/24","YES","I_3550_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Heusden-Zolder",3550,2,7623,NA,50.9991189,5.2597765,"Limburg",NA,"christel.bouchet@limburg.be"
TRUE,TRUE,"Genk, Platte Weierstraat, opw weg","Stiemer","yzayn2iy","01/07/2024","YES","I_3600_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Genk",3600,2,8038,NA,50.9582301,5.4719828,"Limburg",NA,"christel.bouchet@limburg.be"
TRUE,TRUE,"Bilzen, Munsterbilzen, Zangerheistraat, 5 meter afw weg, opw zijgracht en verval","Munsterbeek","zji2zgyw",NA,"YES","I_3746_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bilzen",3746,2,7642,NA,50.8932569,5.5486044,"Limburg",NA,"christel.bouchet@limburg.be"
TRUE,TRUE,"Klein-Antwerpenstraat,opw weg","Nijverseelbeek","ngnlmjhi",NA,"YES","I_9280_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Lebbeke",9280,2,6438,NA,50.991649,4.1497334,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
TRUE,TRUE,"Eksaarde,einde Reepstraat,veldweg","Zuidlede","njgyytiw","TBD","YES","I_9160_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Lokeren",9160,1,26,NA,51.1372354,3.9701579,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Affligemsestraat-Driesstraat,afw weg,thv handelszaak","Bellebeek","yjmznwm3","27/09/2024","YES","I_1770_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Liedekerke",1770,1,5956,NA,50.8854042,4.0965682,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Steenvoordestraat,veldweg,afw Steenvoordemolen","Steenvoordbeek","yjmznwm3","27/09/2024","YES","I_1740_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Ternat",1740,1,6140,NA,50.8812453,4.1546679,"Heyens Veerle",NA,"recreatie.vbr.anb@vlaanderen.be"
TRUE,TRUE,"Meerbeke,Tenbergkets,veldweg,opw","Wolfputbeek","otgzymmz","11/08/24","YES","I_9402_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Ninove",9402,2,6412,NA,50.8188441,4.0545905,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
TRUE,TRUE,"Schendelbeke,Astridlaan,opw weg","Dammersbeek","yjqzngy4","08/24","YES","I_9506_2","TE ONDIEP!",NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Geraardsbergen",9506,2,6196,NA,50.7897655,3.8817519,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
TRUE,TRUE,"Sint-Amandsberg,Maalgaver","Lede","ytljnzlj","26/08/2024","YES","I_9070_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Destelbergen",9070,1,3105,NA,51.0757468,3.8138212,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Ramskapelle, Heistlaan, Heulebrug","Isabellavaart","ntvlndrm","26/08/24","YES","I_8301_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Knokke-Heist",8301,1,2125,NA,51.3276998,3.237953,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Sint-Denijsstraat, Kreupel, afw","Slijpbeek","zguxztnj","18/07/24","YES","I_8550_1","Waterstand te laag?",NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Zwevegem",8550,2,18815,NA,50.7950431,3.340028,"West-Vlaanderen",NA,NA
TRUE,TRUE,"Loenhout; Vloeiweg, afw watermolenbrug","Kleine Aa of Weerijsbeek","zgjjotcy",NA,"YES","I_2990_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Wuustwezel",2990,1,9503,NA,51.4211058,4.6411677,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Westende-Bad, Kousestraat","Ieperleed","odzkzdmz","18/08/24","YES","I_8430_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Middelkerke",8430,2,1213,NA,51.1669848,2.8007589,"Middenkustpolder","059/278477","info@middenkustpolder.be"
TRUE,TRUE,"Nederbrakel, Heyveld, opw",NA,"nwyxntuy","15/07/2024","YES","I_9660_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Brakel",9660,2,5224,NA,50.8116182,3.7803241,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
TRUE,TRUE,"Nederbrakel,Roensveldstraat,veldweg,afwaarts","Verrebeek","nwyxntuy","15/07/2024","YES","I_9660_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Brakel",9660,2,5025,NA,50.791781,3.7598643,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
TRUE,TRUE,"Meer; Hoogstraat/Looi, BIO en FC afwaarts brug","Mark","zgjjotcy",NA,"YES","I_2321_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Hoogstraten",2321,1,9502,NA,51.4452341,4.7472234,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"IJsmolenstraat,opw weg","Molenbeek","mdyxywvm","TBD","YES","I_9600_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Ronse",9600,2,5188,NA,50.7577098,3.6495391,"Oost-Vlaanderen",NA,"waterbeleid@oost-vlaanderen.be"
TRUE,TRUE,"opw. voetpadje na Vondelweg","Mark","njixzjg3","TBD","YES","I_2330_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Merksplas",2330,2,9502,NA,51.3673697,4.8755144,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Zondereigen; Ginhoven, Stw op Weelde, afw dreef","Noordermark","njixzjg3","25/09/24","YES","I_2387_3","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Baarle-Hertog",2387,2,9670,NA,51.3986486,4.8996106,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Abtsdreef, afw brug, afw Fort Stabroek","Antitankkanaal","nzi4mtm4","27/8/24","YES","I_2940_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Stabroek",2940,1,113,NA,51.3412834,4.3502764,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Leffinge, Vaartdijk Noord, opw pompgemaal","Puidenbroekgeleed","odcxnmmx","15/10/24","YES","I_8431_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Middelkerke",8431,2,130,NA,51.1749033,2.8552918,"Middenkustpolder","059/278477","info@middenkustpolder.be"
TRUE,TRUE,"Uitkerke, Scharebrugstraat, Scharebrug","Blankenbergsevaart","m2m0odgy",NA,"YES","I_8370_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Blankenberge",8370,1,2123,NA,51.2771978,3.1260221,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Koolskamp, Jostraat, Noordhoek","Jobeek","mjywyjqx","22/07/2024","YES","I_8750_2",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Wingene",8750,2,318,NA,51.0213582,3.2125623,"West-Vlaanderen",NA,NA
TRUE,TRUE,"Neerpelt, Volmolenstr, opw weg","Dommel","mdflzwm0","TBD","YES","I_3910_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Pelt",3910,1,9512,NA,51.2358368,5.4214858,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Krekebekestraat, afw Kortemark","Handzamevaart","mdywmjc1","28/06/2024","YES","I_8610_1",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Kortemark",8610,1,1208,NA,51.0260091,3.0239868,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Ieperse Heerweg, opw. zijbeek","Koebeek","mjywyjqx",NA,"YES","I_8820_3",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Torhout",8820,2,1443,NA,51.0565537,3.095591,"West-Vlaanderen",NA,NA
TRUE,TRUE,"Overpelt, Dommellaan, 10 m opw Wedelsemolen, opw houten brugje","Dommel","mdflzwm0","31/08/24","YES","I_3900_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Pelt",3900,1,9512,NA,51.186019,5.436245,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Kleine-Brogel,opw brug aan woning (galerie Daelhoxent)","Dommel","mdflzwm0","TBD","YES","I_3900_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Pelt",3900,1,9512,NA,51.173648,5.436339,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Molenbeersel, Bekerstr, 20m opw brug","Lossing","mznknjaw",NA,"YES","I_3640_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Kinrooi",3640,1,9967,NA,51.169877,5.7699146,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Molenbeersel, Weertersteenweg, onverhard pad natuurreservaat, 30m opw brug","Lossing","ztnhyzk1","TBD","YES","I_3640_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Kinrooi",3640,1,9967,NA,51.1645167,5.7399779,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Kessenich, Manestr, 10 m afw brug","Itterbeek","ztnhyzk1","TBD","YES","I_3640_6",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Kinrooi",3640,1,9522,NA,51.1508565,5.7754728,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"begin traject 100m opw molen","Abeek","mznkyti0","15/07/2024","YES","I_3670_6",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Oudsbergen",3670,2,9505,NA,51.1244491,5.5150079,"Limburg",NA,"christel.bouchet@limburg.be"
TRUE,TRUE,"Rode Weel, thv bunker aan brug over verlegde schijns","Hoofdgracht","zjyxyjrl","10/08/24","YES","I_2030_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Antwerpen",2030,1,3104,NA,51.3013959,4.3723865,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Deurne; Parkweg, Ter Rivierenhof; brugje speelweide voor Sterckshof","Groot Schijn","owmxyjiw","TBD","YES","I_2100_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Antwerpen",2100,1,3103,NA,51.2157209,4.4590502,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Schelle; via Capucienendreef; begin aan houten hekje/hoek weide/einde verharde weg","Grote Struisbeek","mgexnjex","09/09/24","YES","I_2620_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Schelle",2620,1,3108,NA,51.1325115,4.3494272,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Werchter, afw 216000, voorbij bocht","Dijle","odi5ngi0","TBD","YES","I_3118_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Rotselaar",3118,1,6551,NA,50.96651,4.6946368,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Puurs; Achterheide; beginnen aan fietsbrugje","Grote Molenbeek","njm2yzlk","TBD","YES","I_2890_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Puurs-Sint-Amands",2890,1,6,NA,51.0541728,4.2621447,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Steenhuffel; Robbroek; opw brug Marselaarmolen","Grote Molenbeek","nty4mmqw","TBD","YES","I_1840_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Londerzeel",1840,1,6,NA,50.9808973,4.2640039,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Westkapelle, Hazegrasstraat","Zwinnevaart","ntvlndrm","TBD","YES","I_8300_3",NA,NA,"VMM_Mtp","Lotisch",NA,"West-Vlaanderen","Knokke-Heist",8300,1,2230,NA,51.327339,3.3394706,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Zandweg naast Broekstraat 61 in; 110 m afw brug (knooppunt 17 Antwerpse Kempen) beginnen","Kleine Nete","zgu4nzuz","TBD","YES","I_2480_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Dessel",2480,2,8502,NA,51.233302,5.1045285,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Poederlee; Groesaard; +/- 120m opw brug beginnen (einde canadabomen)","De Aa","njdknmu2","TBD","YES","I_2275_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Lille",2275,1,8504,NA,51.225805,4.8581553,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Tielen; Walravens; opwaarts brug","De Aa","njdknmu2","TBD","YES","I_2460_7",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Kasterlee",2460,1,8504,NA,51.2432886,4.8728888,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Gierle; Middelveld; wegje naar fietsroute 74 volgen; traject in bocht naast weg","De Aa","yjq0ntkw","26/8/24","YES","I_2275_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Lille",2275,1,8504,NA,51.2668617,4.8841623,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Oud-Turnhout; Eigen; opw mtp 292000","De Aa","mzk5yjmz","TBD","YES","I_2360_3","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Oud-Turnhout",2360,2,8504,NA,51.3193559,4.9769205,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Lille; Rolleken; opw Rollekensbrug","Laakbeek","yjq0ntkw","26/8/24","YES","I_2275_3","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Lille",2275,2,8572,NA,51.2679451,4.8376797,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Herenthout; Itegemsestwg; 120m afw brug beginnen","Wimp","mmm4mzq3","TBD","YES","I_2270_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Herenthout",2270,1,8507,NA,51.1259324,4.7591022,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Heist o/d Berg; Heistseweg; einde zandweg naast huisnr 133","Bergebeek","mmm4mzq3","TBD","YES","I_2221_1","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Heist-op-den-Berg",2221,2,8620,NA,51.0701906,4.7628236,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Heist o/d Berg; Booischot; Peerdsdonkendreef; einde asfaltbaan","Herseltseloop","ztfhota2","26/8/24","YES","I_2221_2","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Heist-op-den-Berg",2221,2,8956,NA,51.0486977,4.7832279,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Rijmenam/Boortmeerbeek, Rijmenamsebn, opw 387950 en opw brug","Leibeek","ymuxmjez","TBD","YES","I_3190_4","bij voorkeur tussen 20/07 - 01/09",NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Bonheiden",3190,2,6558,NA,50.9908156,4.5816733,"Antwerpen",NA,"hans.vanloy@provincieantwerpen.be"
TRUE,TRUE,"Kuringen, Zolderse Kiezel, opw 398000","Tuilterdemer Visnevengeul","zwexnwe1","19/07/2024","YES","I_3511_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Hasselt",3511,1,7151,NA,50.9595413,5.2706883,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Bilzen, Rentfortstr, opw 401000","Demer","zji2zgyw",NA,"YES","I_3740_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Bilzen",3740,1,7151,NA,50.8898258,5.5063873,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"24/3-4; Zichem; begin traject 30m opw MP 410600","De Hulpe","otyymtfh",NA,"YES","I_3271_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Scherpenheuvel-Zichem",3271,1,7360,NA,51.0085692,4.9912887,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Tessenderlo/Schaffen, Lapseheide/Nieuwe Dijkstr, 411500 is afw brug maar begin traj MF OPW brug","Grotebeek","nwnizjfi","26/8","YES","I_3290_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Diest",3290,2,7751,NA,51.03249,5.11059,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be"
TRUE,TRUE,"Koersel, via Stalse Schansstr, tot op einde, dan rechts, ongeveer 200m doorrijden tot populierenbos.","Zwarte Beek","m2i4yzvl","TBD","YES","I_3582_3","beheerder zegt ok",NA,"VMM_Mtp","Lotisch",NA,"Limburg","Beringen",3582,2,7157,NA,51.0690631,5.2555738,"Limburg",NA,"christel.bouchet@limburg.be"
TRUE,TRUE,"aan 430000, opw oude stenen brugje","Kleine Gete","nwi2m2u2","11/07/24","YES","I_3440_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Zoutleeuw",3440,2,7161,NA,50.8466138,5.1113885,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be"
TRUE,TRUE,"Leeuwerweg, thv kruispunt met landweg, vanaf 2de betonnen brugje","Vloedgracht","nwi2m2u2","11/07/24","YES","I_3440_6",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Zoutleeuw",3440,1,7957,NA,50.8409316,5.1014734,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Neerwinden-Ezemaal, 30m opw 433000","Kleine Gete","yji2zte1","TBD","YES","I_3400_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Landen",3400,1,7161,NA,50.7749738,5.0026014,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Akkerstraat,Katelijnebrug","Langelede","y2fhytux",NA,"YES","I_9185_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Oost-Vlaanderen","Wachtebeke",9185,2,763,NA,51.195462,3.858899,"Polder Moervaart en Zuidlede","09/3573231","info@moervaart.be"
TRUE,TRUE,"Schalbroekstraat, wegje tss huis nr. 125 en 127 (afw Stationstraat), begin traject 105 m afw brug","Mangelbeek","zmvizjk1","12/8/24","YES","I_3560_8",NA,NA,"VMM_Mtp","Lotisch",NA,"Limburg","Lummen",3560,1,7196,NA,50.9738454,5.1729945,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Heverlee, Tervuursevest, opw 478000","Voer","nwi1ntu1","6/9/24","YES","I_3001_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3001,1,6919,NA,50.8715217,4.6903964,"VMM",NA,"d.slootmaekers@vmm.be"
TRUE,TRUE,"Heverlee, Kapeldreef, laatste bocht voor Heverleebos","Voer","y2nhotdk",NA,"YES","I_3001_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3001,1,6919,NA,50.8633361,4.6721017,"VMM",NA,"d.slootmaekers@vmm.be"
