"isReserved","updateRes","OMSCHR","NAAM","vrijwillID","startDate","SugbyINBO","locID","restricties","Sampler","dataset","SystemType","GEBIED","provincie","gemeente","postcode","CATC","VHAG","WVLC","Beheerder","Bhrtel","Bhremail","Longitude","Latitude"
FALSE,FALSE,"Heverlee, Campus Arenberg, weg langs de Voer","Voer",NA,NA,"YES","I_3001_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3001,1,6919,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.69039638211443,50.8715216776747
FALSE,FALSE,"Neerijse, zijweg Eygenstr op RO Ijse, afw voetgangersbrugje 40m voor monding in de Dijle","Ijse",NA,NA,"YES","I_3040_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.6409311864706,50.8231843522925
FALSE,FALSE,"Neerijse, Lindenhoflaan, opw weg (FC), afw weg (BBI)","Ijse",NA,NA,"YES","I_3040_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.63400931349193,50.8163591476561
FALSE,FALSE,"Neerijse, Kamstr, opw weg en overstort","Ijse",NA,NA,"YES","I_3040_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.6217444527612,50.8128983539281
FALSE,FALSE,"Loonbeek, Bertelsheide, afw brug","Ijse",NA,NA,"YES","I_3040_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.61319195747814,50.8081430504651
FALSE,FALSE,"Huldenberg, Smeysberg, opw brug","Ijse",NA,NA,"YES","I_3040_6",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.59274632633348,50.7900968218876
FALSE,FALSE,"Overijse, Fr. Verbeekstr, opw brugje thv huisnr 124","Ijse",NA,NA,"YES","I_3090_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Overijse",3090,2,6556,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.50964492599062,50.7688132978007
FALSE,FALSE,"Hoeilaart, Van Marchandstr, opw weg en opw 1ste lozing","Ijse",NA,NA,"YES","I_1560_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,6556,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.48647956318935,50.7680209539523
FALSE,FALSE,"Hoeilaart, J.B.Charlierln/Kasteelstr, afw brugje","Ijse",NA,NA,"YES","I_1560_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,6556,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.46358261806717,50.7663877657606
FALSE,FALSE,"Hoeilaart, via zijweg Duboislaan, opw vijver, afw inkokering","Ijse",NA,NA,"YES","I_1560_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,6556,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.43710410302423,50.7668109104717
FALSE,FALSE,"Zijbeek IJsse, Hoeilaart, Overijsesteenweg, 2m opw weg en LP","Beek",NA,NA,"YES","I_3090_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Overijse",3090,2,6611,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.48713468646775,50.7692249106762
FALSE,FALSE,"Sint-Agatha-Rode, Hoekstr, opw weg","Laan",NA,NA,"YES","I_3040_7",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6691,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.63343071793043,50.7917737035342
FALSE,FALSE,"Tombeek, Lanestr., naast huis nr 126, opw brug","Laan",NA,NA,"YES","I_3090_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Overijse",3090,1,6691,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.56969730544747,50.753038170844
FALSE,FALSE,"Wilsele, Van der Nootstr, opw monding Vunt en 217300","Vunt","mjiyy2uw",NA,"YES","I_3012_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3012,1,6603,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.7109436958298,50.9285196025406
FALSE,FALSE,"Wilsele, Oudstrijdersln, 10m opw brug en overstort","Dijle","mzqxyjhi",NA,"YES","I_3012_5",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3012,1,6551,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.71026869582801,50.910084302546
FALSE,FALSE,"Neerijse/Oud-Heverlee, Doode Bemde, via landweg op LO Dijle, einde traj 10m afw brug","Dijle",NA,NA,"YES","I_3051_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Oud-Heverlee",3051,1,6551,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.64512050868873,50.8163963350185
FALSE,FALSE,"St Joris Weert, traject 100m afw 221000","Dijle",NA,NA,"YES","I_3051_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Oud-Heverlee",3051,1,6551,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.64222844946334,50.7998261911446
FALSE,FALSE,"Huldenberg, afw 221550, ongeveer 10m afw na lozing effluent RWZI","Dijle",NA,NA,"YES","I_3051_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Oud-Heverlee",3051,9,6551,NA,NA,NA,NA,4.6425594524173,50.8030706917881
FALSE,FALSE,"Mechelen, 10m opw 370000","Vrouwvliet",NA,NA,"YES","I_2800_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Mechelen",2800,1,6553,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.4510387915136,51.0485910563838
FALSE,FALSE,"Bonheiden/Muizen, einde Eikendreef, opw wandelbrug begin Mechels Broek","Vrouwvliet",NA,NA,"YES","I_2812_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Antwerpen","Bonheiden",2812,1,6553,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.52092124913503,51.024079986843
FALSE,FALSE,"Hofstade, Vijverlaan, afw brug","Barebeek",NA,NA,"YES","I_1981_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Zemst",1981,1,6560,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.51100742494126,50.9981499527058
FALSE,FALSE,"Hofstade, onverharde zijweg v Bordekensstr langs spoorwegbrug, afw brugje","Barebeek",NA,NA,"YES","I_1981_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Zemst",1981,1,6560,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.4900961306785,50.9874944115171
FALSE,FALSE,"Elewijt, Broekstr, afw brugje","Barebeek",NA,NA,"YES","I_1982_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Zemst",1982,1,6560,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.49576409588841,50.977424502502
FALSE,FALSE,"Boortmeerbeek, einde traject 10m opw kanaal","Weesbeek",NA,NA,"YES","I_3190_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Boortmeerbeek",3190,2,6559,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.56414140634784,50.9707103630319
FALSE,FALSE,"Boortmeerbeek, wandelpad in verlengde Vosweg, in bocht, begin traj aan dode populier","Weesbeek",NA,NA,"YES","I_3190_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Boortmeerbeek",3190,2,6559,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.56547818460736,50.9771174290135
FALSE,FALSE,"Haacht/Boortmeerbeek, Dreef, naast Schonenberghoeve, opw brug","Leibeek",NA,NA,"YES","I_3150_3",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Haacht",3150,2,6558,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.59242947634707,50.9794782088467
FALSE,FALSE,"Wilsele, langs Vuntlaan, 10m opw 476000 en overstort","Vunt",NA,NA,"YES","I_3012_6",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3012,1,6603,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.71504249582832,50.9241424025424
FALSE,FALSE,"Wilsele, Aarschotsestw, afw brug en overstorten","Vunt","mjiyy2uw",NA,"YES","I_3012_7",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3012,1,6603,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.71522609582732,50.915184702545
FALSE,FALSE,"Heverlee (Egenhoven), Kapeldreef, 5m opw brugje","Voer",NA,NA,"YES","I_3001_6",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Leuven",3001,1,6919,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.66879788682405,50.8620321323198
FALSE,FALSE,"Leefdaal, Lange Gracht, 5m opw 479200","Voer",NA,"20/07/2024","YES","I_3061_2",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Bertem",3061,2,6919,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.55469949585851,50.8331618025508
FALSE,FALSE,"Lovenjoel, to Technisch Instituut KU Leuven, dr poort, 15m opw brugje en kasseiweg","Molenbeek",NA,NA,"YES","I_3360_1",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Bierbeek",3360,2,6557,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.77575215527191,50.8535196759237
FALSE,FALSE,"Neerijse, Kamstr, 5m opw brug aan 4840000","Ijse",NA,NA,"YES","I_3040_8",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.62130343080533,50.812683556184
FALSE,FALSE,"Huldenberg, Smeysberg, afw 484300 en 5m afw overstorten","Ijse",NA,NA,"YES","I_3040_9",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.59583025685339,50.7914123504635
FALSE,FALSE,"Huldenberg, De Peuthystraat 4 (bord Trepolia), in kasteeldomein, 10 m opw. brugje","Ijse",NA,NA,"YES","I_3040_10",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6556,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.57838739095309,50.7886581642597
FALSE,FALSE,"Hoeilaart, Kasteelstr, 100m afw 485100, opw va huisnr 39","Ijse",NA,NA,"YES","I_1560_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,6556,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.46521249550643,50.7662605687508
FALSE,FALSE,"Sint-Agatha-Rode, Potterstr, einde traj 10m afw brug en 488200","Laan",NA,NA,"YES","I_3040_11",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Huldenberg",3040,1,6691,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.63008749813656,50.7873852630939
FALSE,FALSE,"St-Agatha-Rode/Overijse, Molenstr, einde traj 10m afw brug en 488400","Laan",NA,NA,"YES","I_3090_4",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Overijse",3090,1,6691,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.60507925647754,50.7692523290409
FALSE,FALSE,"Overijse, Schaatbroekstr, einde 100m 10m opw brug","Laan",NA,NA,"YES","I_3090_9",NA,NA,"VMM_Mtp","Lotisch",NA,"Vlaams-Brabant","Overijse",3090,1,6691,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.59280944249746,50.7617341260009
FALSE,FALSE,NA,"Broekgracht",NA,NA,"YES","I_1800_1",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Vilvoorde",1800,2,6873,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.46106339438252,50.9531359928061
FALSE,FALSE,NA,"Barebeek Oude Arm",NA,NA,"YES","I_1982_2",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Zemst",1982,2,6794,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.47816249437286,50.9609650928034
FALSE,FALSE,NA,"Broekgracht",NA,NA,"YES","I_1982_3",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Zemst",1982,2,6873,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.47816249437286,50.9609650928034
FALSE,FALSE,NA,"Barebeek Oude Arm",NA,NA,"YES","I_1982_4",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Zemst",1982,2,6794,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.47816249437286,50.9609650928034
FALSE,FALSE,NA,"Watering der Barebeek",NA,NA,"YES","I_1982_5",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Zemst",1982,2,16593,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.47816249437286,50.9609650928034
FALSE,FALSE,NA,"Barebeek",NA,NA,"YES","I_1982_6",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Zemst",1982,1,6560,NA,"VMM",NA,"d.slootmaekers@vmm.be",4.49163639436791,50.972713592798
FALSE,FALSE,NA,"Barebeek",NA,NA,"YES","I_1982_7",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Zemst",1982,2,6560,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.49034749436318,50.960682892805
FALSE,FALSE,NA,"Barebeek",NA,NA,"YES","I_1820_1",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Steenokkerzeel",1820,2,6560,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.4902874943608,50.955599792808
FALSE,FALSE,NA,"Barebeek",NA,NA,"YES","I_1820_2",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Steenokkerzeel",1820,2,6560,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.4902874943608,50.955599792808
FALSE,FALSE,NA,"Watering der Barebeek",NA,NA,"YES","I_1820_3",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Steenokkerzeel",1820,2,15905,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.4902874943608,50.955599792808
FALSE,FALSE,NA,"Watering der Barebeek",NA,NA,"YES","I_1820_4",NA,NA,"Scheers","Lotisch",NA,"Vlaams-Brabant","Steenokkerzeel",1820,2,15869,NA,"Vlaams-Brabant",NA,"ingrid.beuls@vlaamsbrabant.be",4.4902874943608,50.955599792808
FALSE,FALSE,"Lindevijver Groenendaal?","Lindevijver",NA,NA,"YES","I_1560_5",NA,NA,"EcoWater","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,NA,NA,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.43095709431677,50.7651780929155
FALSE,FALSE,"Vossemvijver","Vossemvijver",NA,NA,"YES","I_3080_1",NA,NA,"EcoWater","Lentisch",NA,"Vlaams-Brabant","Tervuren",3080,NA,NA,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.53996319586203,50.8318625025495
FALSE,FALSE,"Hoeilaart, via zijweg Groenendaalsestwg, afw 1ste grote Koningsvijver, opw weg","Koningsvijvers",NA,NA,"YES","I_1560_6",NA,NA,"ANB_Mtp","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,0,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.45622765612797,50.7674183619414
FALSE,FALSE,"Hoeilaart, via zijweg Duboislaan, opw RO","Keizer Karelvijver",NA,NA,"YES","I_1560_7",NA,NA,"ANB_Mtp","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,0,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.44235060021045,50.7678594947894
FALSE,FALSE,"Hoeilaart, zijweg Duboislaan tov huis nr. 119, 20 m afw koker Ijse + koker afloop ring",NA,NA,NA,"YES","I_1560_8",NA,NA,"ANB_Mtp","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,NA,NA,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.44578249348358,50.7687112889514
FALSE,FALSE,"Walem, Spildorenlaan, kleine vijver","Kleine Vijver",NA,NA,"YES","I_2800_4",NA,NA,"ANB_Mtp","Lentisch",NA,"Antwerpen","Mechelen",2800,NA,NA,NA,"Heyens Veerle",NA,"recreatie.ant.anb@vlaanderen.be",4.44735933930721,51.0652950262817
FALSE,FALSE,NA,"Grote Vijver",NA,NA,"YES","I_2800_5",NA,NA,"Scheers","Lentisch",NA,"Antwerpen","Mechelen",2800,NA,NA,NA,NA,NA,NA,4.44348989444893,51.0640392927381
FALSE,FALSE,NA,NA,"odbjody4",NA,"YES","I_2860_4",NA,NA,"Scheers","Lentisch",NA,"Antwerpen","Sint-Katelijne-Waver",2860,NA,NA,NA,NA,NA,NA,4.51098719589333,51.0598583024798
FALSE,FALSE,"recreation area, toestemming vragen bij Sport Vlaanderen, P. clarkii & F. limosus",NA,NA,NA,"YES","I_1981_3",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Zemst",1981,NA,NA,NA,NA,NA,NA,4.50541399436418,50.9876253927905
FALSE,FALSE,NA,"Recreatievijver De Nekker","mdm4oge4",NA,"YES","I_2800_7",NA,NA,"Scheers","Lentisch",NA,"Antwerpen","Mechelen",2800,NA,NA,NA,NA,NA,NA,4.50226519589133,51.0203827024903
FALSE,FALSE,"Kessel-Lo",NA,"yjk2zjuy",NA,"YES","I_3010_3","staat precies hek rond?",NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Leuven",3010,NA,NA,NA,NA,NA,NA,4.73236559582002,50.8867437025553
FALSE,FALSE,NA,"Ganzepootvijver",NA,NA,"YES","I_1560_9",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,0,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.42523799383003,50.7640096927045
FALSE,FALSE,NA,"Lindevijver",NA,NA,"YES","I_1560_10",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,2,0,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.43141779396759,50.7650411932558
FALSE,FALSE,NA,"Koningsvijvers",NA,NA,"YES","I_1560_11",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,NA,NA,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.45608579432577,50.7676611925675
FALSE,FALSE,"Hoeilaart","IJse",NA,NA,"YES","I_1560_12",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Hoeilaart",1560,NA,NA,NA,NA,NA,NA,4.47350929384639,50.7669090928662
FALSE,FALSE,"Overijse",NA,NA,NA,"YES","I_3090_5",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Overijse",3090,NA,NA,NA,NA,NA,NA,4.53257989353359,50.7705042932764
FALSE,FALSE,NA,NA,NA,NA,"YES","I_3090_6",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Overijse",3090,NA,NA,NA,NA,NA,NA,4.51858479413482,50.768776092488
FALSE,FALSE,"Overijse","Grote Mariavijver",NA,NA,"YES","I_3090_7",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Overijse",3090,NA,NA,NA,NA,NA,NA,4.53889709433146,50.7708376932623
FALSE,FALSE,NA,"Ijsebroeken",NA,NA,"YES","I_3090_8",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Overijse",3090,NA,NA,NA,NA,NA,NA,4.55454229442397,50.7793221925798
FALSE,FALSE,"Private?",NA,NA,NA,"YES","I_3040_12",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Huldenberg",3040,NA,NA,NA,NA,NA,NA,4.58180399436811,50.7881945924704
FALSE,FALSE,"accessible?","Vijver van Oud-Heverlee/Zuid",NA,NA,"YES","I_3050_1",NA,NA,"Scheers","Lentisch",NA,"Vlaams-Brabant","Oud-Heverlee",3050,NA,NA,NA,"Huvenne Patrick",NA,"recreatie.vbr.anb@vlaanderen.be",4.65396609404195,50.8401783929673
